slno,year,dtstrict,afso,fps,April_Cards,April_FRice (Kgs),April_Flood Dal (Kgs),April_Flood Onion (Kgs),April_Flood Poil (Kgs),April_Flood Potato (Kgs),April_Flood Rice (Kgs),April_Flood Sugar HK (Kgs),April_Jowar (Kgs),April_RG Dal One kg Pkt (Kgs),April_Raagi (Kgs),April_SUGAR HALF KG (Kgs),April_WM Atta Pkt (Kgs),April_Whole Wheat Atta (Kgs),February_Cards,February_FRice (Kgs),February_Flood Dal (Kgs),February_Flood Onion (Kgs),February_Flood Poil (Kgs),February_Flood Potato (Kgs),February_Flood Rice (Kgs),February_Flood Sugar HK (Kgs),February_Jowar (Kgs),February_RG Dal One kg Pkt (Kgs),February_Raagi (Kgs),February_SUGAR HALF KG (Kgs),February_WM Atta Pkt (Kgs),February_Whole Wheat Atta (Kgs),January_Cards,January_FRice (Kgs),January_Flood Dal (Kgs),January_Flood Onion (Kgs),January_Flood Poil (Kgs),January_Flood Potato (Kgs),January_Flood Rice (Kgs),January_Flood Sugar HK (Kgs),January_Jowar (Kgs),January_RG Dal One kg Pkt (Kgs),January_Raagi (Kgs),January_SUGAR HALF KG (Kgs),January_WM Atta Pkt (Kgs),January_Whole Wheat Atta (Kgs),March_Cards,March_FRice (Kgs),March_Flood Dal (Kgs),March_Flood Onion (Kgs),March_Flood Poil (Kgs),March_Flood Potato (Kgs),March_Flood Rice (Kgs),March_Flood Sugar HK (Kgs),March_Jowar (Kgs),March_RG Dal One kg Pkt (Kgs),March_Raagi (Kgs),March_SUGAR HALF KG (Kgs),March_WM Atta Pkt (Kgs),March_Whole Wheat Atta (Kgs)
625,2026,Annamayya,Pileru,1031051,169,2715.00,0,0,0,0,0,0,0,0,0,183.00,0,0,164,2539.00,0,0,0,0,0,0,0,0,100.00,157.00,0,0,156,2358.00,0,0,0,0,0,0,0,0,100.00,168.00,0,0,154,2340.00,0,0,0,0,0,0,150.00,0,0,166.00,0,0
626,2026,Annamayya,Pileru,1031052,249,3759.00,0,0,0,0,0,0,6.00,0,0,204.00,0,0,268,3867.00,0,0,0,0,0,0,95.00,0,108.00,276.00,0,0,275,4029.00,0,0,0,0,0,0,0,0,111.00,278.00,0,0,238,3462.00,0,0,0,0,0,0,98.00,0,100.00,245.00,0,0
627,2026,Annamayya,Pileru,1031053,159,2369.00,0,0,0,0,0,0,46.00,0,15.00,171.00,0,0,152,2131.00,0,0,0,0,0,0,132.00,0,57.00,162.00,0,0,153,2140.00,0,0,0,0,0,0,0,0,175.00,164.00,0,0,150,2188.00,0,0,0,0,0,0,120.00,0,2.00,161.00,0,0
628,2026,Annamayya,Pileru,1031054,349,5375.00,0,0,0,0,0,0,0,0,100.00,353.00,0,0,355,5390.00,0,0,0,0,0,0,150.00,0,150.00,353.00,0,0,349,5390.00,0,0,0,0,0,0,0,0,150.00,353.00,0,0,351,5390.00,0,0,0,0,0,0,150.00,0,0,353.00,0,0
629,2026,Annamayya,Pileru,1031055,963,14720.00,0,0,0,0,0,0,0,0,1100.00,968.00,0,0,1022,14770.00,0,0,0,0,0,0,750.00,0,1250.00,969.00,0,0,983,14772.00,0,0,0,0,0,0,0,0,1500.00,969.00,0,0,1017,14760.00,0,0,0,0,0,0,1250.00,0,750.00,969.00,0,0
630,2026,Annamayya,Pileru,1031056,1070,15159.00,0,0,0,0,0,0,400.00,0,1000.00,1012.00,0,0,1056,15210.00,0,0,0,0,0,0,800.00,0,200.00,1014.00,0,0,1035,15210.00,0,0,0,0,0,0,0,0,750.00,1014.00,0,0,1035,15205.00,0,0,0,0,0,0,400.00,0,400.00,1014.00,0,0
631,2026,Annamayya,Punganur,1037025,1118,20045.00,0,0,0,0,0,0,500.00,0,0,1210.00,0,0,1106,19293.00,0,0,0,0,0,0,0,0,1000.00,1193.00,0,0,1113,20295.00,0,0,0,0,0,0,0,0,0,1200.00,0,0,1106,19290.00,0,0,0,0,0,0,1000.00,0,0,1190.00,0,0
632,2026,Annamayya,Punganur,1037026,302,5276.00,0,0,0,0,0,0,14.00,0,0,321.00,0,0,328,6040.00,0,0,0,0,0,0,0,0,0,350.00,0,0,341,6160.00,0,0,0,0,0,0,0,0,0,366.00,0,0,290,5161.00,0,0,0,0,0,0,19.00,0,0,311.00,0,0
633,2026,Annamayya,Punganur,1037027,574,9387.00,0,0,0,0,0,0,258.00,0,0,595.00,0,0,574,9150.00,0,0,0,0,0,0,116.00,0,502.00,601.00,0,0,574,9578.00,0,0,0,0,0,0,184.00,0,3.00,606.00,0,0,564,9485.00,0,0,0,0,0,0,0,0,0,596.00,0,0
634,2026,Annamayya,Punganur,1037028,659,10400.00,0,0,0,0,0,0,666.00,0,0,685.00,0,0,666,10465.00,0,0,0,0,0,0,0,0,700.00,689.00,0,0,653,10165.00,0,0,0,0,0,0,500.00,0,300.00,689.00,0,0,663,10400.00,0,0,0,0,0,0,700.00,0,0,689.00,0,0
635,2026,Annamayya,Punganur,1037029,564,10485.00,0,0,0,0,0,0,0,0,0,645.00,0,0,574,10715.00,0,0,0,0,0,0,0,0,0,655.00,0,0,571,10575.00,0,0,0,0,0,0,0,0,105.00,654.00,0,0,561,10485.00,0,0,0,0,0,0,0,0,0,640.00,0,0
636,2026,Annamayya,Punganur,1037030,394,7292.00,0,0,0,0,0,0,265.00,0,0,442.00,0,0,396,7276.00,0,0,0,0,0,0,0,0,400.00,435.00,0,0,395,7730.00,0,0,0,0,0,0,0,0,0,440.00,0,0,394,7565.00,0,0,0,0,0,0,0,0,0,442.00,0,0
637,2026,Annamayya,Punganur,1037031,388,6013.00,0,0,0,0,0,0,377.00,0,0,405.00,0,0,387,6095.00,0,0,0,0,0,0,0,0,300.00,403.00,0,0,385,6390.00,0,0,0,0,0,0,0,0,0,401.00,0,0,385,6217.00,0,0,0,0,0,0,133.00,0,0,401.00,0,0
638,2026,Annamayya,Punganur,1037032,676,10705.00,0,0,0,0,0,0,1455.00,0,0,656.00,0,0,624,10745.00,0,0,0,0,0,0,0,0,500.00,656.00,0,0,623,10245.00,0,0,0,0,0,0,500.00,0,500.00,656.00,0,0,646,10735.00,0,0,0,0,0,0,1000.00,0,0,656.00,0,0
639,2026,Annamayya,Punganur,1037033,499,8096.00,0,0,0,0,0,0,449.00,0,0,539.00,0,0,502,8675.00,0,0,0,0,0,0,0,0,0,547.00,0,0,506,8395.00,0,0,0,0,0,0,300.00,0,0,548.00,0,0,488,8450.00,0,0,0,0,0,0,0,0,0,531.00,0,0
640,2026,Annamayya,Punganur,1037034,480,8041.00,0,0,0,0,0,0,437.00,0,12.00,517.00,0,0,498,8751.00,0,0,0,0,0,0,57.00,0,4.00,535.00,0,0,490,8559.00,0,0,0,0,0,0,80.00,0,3.00,522.00,0,0,477,8564.00,0,0,0,0,0,0,26.00,0,5.00,511.00,0,0
641,2026,Annamayya,Punganur,1037035,768,12201.00,0,0,0,0,0,0,0,0,1381.00,810.00,0,0,753,13178.00,0,0,0,0,0,0,0,0,197.00,808.00,0,0,771,13165.00,0,0,0,0,0,0,0,0,525.00,805.00,0,0,775,13710.00,0,0,0,0,0,0,0,0,0,833.00,0,0
642,2026,Annamayya,Punganur,1037036,571,10269.00,0,0,0,0,0,0,219.00,0,0,614.00,0,0,541,9960.00,0,0,0,0,0,0,0,0,0,588.00,0,0,570,9766.00,0,0,0,0,0,0,300.00,0,400.00,615.00,0,0,561,9928.00,0,0,0,0,0,0,400.00,0,0,609.00,0,0
643,2026,Annamayya,Punganur,1037037,670,11760.00,0,0,0,0,0,0,390.00,0,0,737.00,0,0,692,12200.00,0,0,0,0,0,0,0,0,300.00,739.00,0,0,676,12210.00,0,0,0,0,0,0,0,0,0,738.00,0,0,704,11970.00,0,0,0,0,0,0,405.00,0,0,614.00,0,0
644,2026,Annamayya,Punganur,1037038,474,8360.00,0,0,0,0,0,0,494.00,0,0,530.00,0,0,488,9029.00,0,0,0,0,0,0,108.00,0,0,542.00,0,0,505,9294.00,0,0,0,0,0,0,93.00,0,65.00,567.00,0,0,467,8765.00,0,0,0,0,0,0,5.00,0,0,523.00,0,0
645,2026,Annamayya,Punganur,1037039,408,6086.00,0,0,0,0,0,0,418.00,0,0,430.00,0,0,406,6385.00,0,0,0,0,0,0,109.00,0,2.00,426.00,0,0,423,6663.00,0,0,0,0,0,0,158.00,0,0,449.00,0,0,407,6497.00,0,0,0,0,0,0,0,0,3.00,430.00,0,0
646,2026,Annamayya,Punganur,1037040,519,8917.00,0,0,0,0,0,0,0,0,0,548.00,0,0,520,8991.00,0,0,0,0,0,0,0,0,0,548.00,0,0,517,8408.00,0,0,0,0,0,0,500.00,0,0,543.00,0,0,525,8518.00,0,0,0,0,0,0,399.00,0,0,551.00,0,0
647,2026,Annamayya,Punganur,1037041,343,6064.00,0,0,0,0,0,0,19.00,0,50.00,365.00,0,0,344,6171.00,0,0,0,0,0,0,0,0,45.00,364.00,0,0,359,6266.00,0,0,0,0,0,0,0,0,84.00,375.00,0,0,344,5922.00,0,0,0,0,0,0,0,0,237.00,358.00,0,0
648,2026,Annamayya,Punganur,1037042,318,6103.00,0,0,0,0,0,0,178.00,0,0,371.00,0,0,327,6009.00,0,0,0,0,0,0,0,0,400.00,378.00,0,0,325,6000.00,0,0,0,0,0,0,300.00,0,100.00,378.00,0,0,325,6108.00,0,0,0,0,0,0,231.00,0,0,377.00,0,0
649,2026,Annamayya,Punganur,1037043,619,10020.00,0,0,0,0,0,0,500.00,0,0,656.00,0,0,627,10680.00,0,0,0,0,0,0,0,0,0,666.00,0,0,604,10030.00,0,0,0,0,0,0,300.00,0,0,642.00,0,0,607,10585.00,0,0,0,0,0,0,0,0,0,2.00,0,0
650,2026,Annamayya,Punganur,1037044,254,4195.00,0,0,0,0,0,0,0,0,0,271.00,0,0,269,4490.00,0,0,0,0,0,0,0,0,0,282.00,0,0,280,4850.00,0,0,0,0,0,0,0,0,0,299.00,0,0,261,4500.00,0,0,0,0,0,0,0,0,0,61.00,0,0
651,2026,Annamayya,Punganur,1037045,505,9159.00,0,0,0,0,0,0,270.00,0,0,589.00,0,0,504,9548.00,0,0,0,0,0,0,0,0,2.00,589.00,0,0,510,9332.00,0,0,0,0,0,0,302.00,0,0,594.00,0,0,514,9491.00,0,0,0,0,0,0,159.00,0,0,598.00,0,0
652,2026,Annamayya,Punganur,1037046,116,2339.00,0,0,0,0,0,0,6.00,0,0,135.00,0,0,119,2420.00,0,0,0,0,0,0,42.00,0,0,140.00,0,0,117,2364.00,0,0,0,0,0,0,63.00,0,0,136.00,0,0,121,2478.00,0,0,0,0,0,0,27.00,0,0,142.00,0,0
653,2026,Annamayya,Punganur,1037047,264,5245.00,0,0,0,0,0,0,0,0,0,234.00,0,0,254,5310.00,0,0,0,0,0,0,0,0,0,292.00,0,0,259,5455.00,0,0,0,0,0,0,0,0,0,293.00,0,0,263,4990.00,0,0,0,0,0,0,510.00,0,0,302.00,0,0
654,2026,Annamayya,Punganur,1037048,406,7801.00,0,0,0,0,0,0,14.00,0,0,444.00,0,0,398,7252.00,0,0,0,0,0,0,0,0,400.00,434.00,0,0,404,7398.00,0,0,0,0,0,0,300.00,0,0,435.00,0,0,367,7060.00,0,0,0,0,0,0,0,0,0,398.00,0,0
655,2026,Annamayya,Punganur,1037049,406,8944.00,0,0,0,0,0,0,186.00,0,0,539.00,0,0,402,9121.00,0,0,0,0,0,0,21.00,0,0,523.00,0,0,407,8983.00,0,0,0,0,0,0,216.00,0,0,535.00,0,0,398,9045.00,0,0,0,0,0,0,15.00,0,0,528.00,0,0
656,2026,Annamayya,Punganur,1037050,639,11304.00,0,0,0,0,0,0,288.00,0,0,677.00,0,0,651,11269.00,0,0,0,0,0,0,43.00,0,500.00,685.00,0,0,643,11404.00,0,0,0,0,0,0,257.00,0,0,679.00,0,0,628,11485.00,0,0,0,0,0,0,0,0,0,645.00,0,0
657,2026,Annamayya,Punganur,1037051,416,6942.00,0,0,0,0,0,0,389.00,0,0,455.00,0,0,432,7155.00,0,0,0,0,0,0,139.00,0,307.00,472.00,0,0,425,6960.00,0,0,0,0,0,0,160.00,0,393.00,466.00,0,0,425,7343.00,0,0,0,0,0,0,195.00,0,0,462.00,0,0
658,2026,Annamayya,Punganur,1037052,544,10430.00,0,0,0,0,0,0,0,0,0,628.00,0,0,542,10555.00,0,0,0,0,0,0,0,0,0,626.00,0,0,551,10175.00,0,0,0,0,0,0,500.00,0,0,638.00,0,0,528,10170.00,0,0,0,0,0,0,0,0,0,611.00,0,0
659,2026,Annamayya,Punganur,1037053,455,7326.00,0,0,0,0,0,0,645.00,0,0,478.00,0,0,454,7950.00,0,0,0,0,0,0,32.00,0,0,475.00,0,0,444,7757.00,0,0,0,0,0,0,103.00,0,0,453.00,0,0,447,7880.00,0,0,0,0,0,0,20.00,0,0,470.00,0,0
660,2026,Annamayya,Punganur,1037054,399,6908.00,0,0,0,0,0,0,530.00,0,0,425.00,0,0,396,7275.00,0,0,0,0,0,0,0,0,0,422.00,0,0,389,7240.00,0,0,0,0,0,0,0,0,0,416.00,0,0,392,6997.00,0,0,0,0,0,0,266.00,0,0,418.00,0,0
661,2026,Annamayya,Punganur,1037055,422,8525.00,0,0,0,0,0,0,0,0,0,497.00,0,0,449,8657.00,0,0,0,0,0,0,0,0,338.00,518.00,0,0,430,8523.00,0,0,0,0,0,0,0,0,99.00,499.00,0,0,407,8188.00,0,0,0,0,0,0,0,0,27.00,472.00,0,0
662,2026,Annamayya,Punganur,1037056,521,9345.00,0,0,0,0,0,0,0,0,0,562.00,0,0,520,9385.00,0,0,0,0,0,0,0,0,0,554.00,0,0,529,9250.00,0,0,0,0,0,0,300.00,0,0,565.00,0,0,478,8950.00,0,0,0,0,0,0,0,0,0,514.00,0,0
663,2026,Annamayya,Punganur,1037057,261,4271.00,0,0,0,0,0,0,49.00,0,0,276.00,0,0,272,4566.00,0,0,0,0,0,0,79.00,0,0,295.00,0,0,282,4699.00,0,0,0,0,0,0,76.00,0,0,309.00,0,0,286,4666.00,0,0,0,0,0,0,19.00,0,0,314.00,0,0
664,2026,Annamayya,Punganur,1082001,644,11390.00,0,0,0,0,0,0,600.00,0,0,680.00,98.00,0,628,11855.00,0,0,0,0,0,0,0,0,0,692.00,0,0,613,11617.00,0,0,0,0,0,0,0,0,0,676.00,0,0,626,11325.00,0,0,0,0,0,0,400.00,0,0,691.00,427.00,0
665,2026,Annamayya,Punganur,1082002,651,11857.00,0,0,0,0,0,0,400.00,0,0,714.00,166.00,0,627,11695.00,0,0,0,0,0,0,0,0,0,679.00,0,0,620,11725.00,0,0,0,0,0,0,0,0,0,681.00,0,0,698,13265.00,0,0,0,0,0,0,0,0,0,757.00,634.00,0
666,2026,Annamayya,Punganur,1082003,580,11023.00,0,0,0,0,0,0,500.00,0,0,636.00,49.00,0,546,11070.00,0,0,0,0,0,0,0,0,0,602.00,0,0,569,11072.00,0,0,0,0,0,0,300.00,0,0,628.00,0,0,559,10972.00,0,0,0,0,0,0,200.00,0,0,616.00,501.00,0
667,2026,Annamayya,Punganur,1082004,539,9263.00,0,0,0,0,0,0,238.00,0,0,572.00,25.00,0,517,9315.00,0,0,0,0,0,0,0,0,0,551.00,0,0,528,9305.00,0,0,0,0,0,0,0,0,40.00,561.00,0,0,516,8805.00,0,0,0,0,0,0,365.00,0,0,545.00,475.00,0
668,2026,Annamayya,Punganur,1082005,541,9540.00,0,0,0,0,0,0,418.00,0,0,603.00,97.00,0,546,9625.00,0,0,0,0,0,0,17.00,0,400.00,605.00,0,0,557,9599.00,0,0,0,0,0,0,283.00,0,441.00,615.00,0,0,535,9592.00,0,0,0,0,0,0,291.00,0,0,589.00,461.00,0
669,2026,Annamayya,Punganur,1082006,539,9800.00,0,0,0,0,0,0,97.00,0,0,587.00,186.00,0,496,9307.00,0,0,0,0,0,0,0,0,3.00,539.00,0,0,474,8705.00,0,0,0,0,0,0,0,0,0,501.00,0,0,566,9881.00,0,0,0,0,0,0,267.00,0,0,613.00,414.00,0
670,2026,Annamayya,Punganur,1082007,183,3450.00,0,0,0,0,0,0,0,0,0,198.00,31.00,0,189,3500.00,0,0,0,0,0,0,0,0,0,203.00,0,0,195,3500.00,0,0,0,0,0,0,0,0,0,210.00,0,0,188,3420.00,0,0,0,0,0,0,0,0,0,202.00,169.00,0
671,2026,Annamayya,Punganur,1082008,440,7550.00,0,0,0,0,0,0,300.00,0,0,456.00,0,0,420,7480.00,0,0,0,0,0,0,0,0,0,428.00,0,0,434,7446.00,0,0,0,0,0,0,300.00,0,0,446.00,0,0,436,7705.00,0,0,0,0,0,0,0,0,0,454.00,410.00,0
672,2026,Annamayya,Punganur,1082009,608,10189.00,0,0,0,0,0,0,96.00,0,0,621.00,121.00,0,603,10337.00,0,0,0,0,0,0,8.00,0,0,600.00,0,0,536,9085.00,0,0,0,0,0,0,276.00,0,3.00,535.00,0,0,601,9940.00,0,0,0,0,0,0,235.00,0,3.00,608.00,549.00,0
673,2026,Annamayya,Punganur,1082010,367,6030.00,0,0,0,0,0,0,300.00,0,0,372.00,0,0,363,6050.00,0,0,0,0,0,0,0,0,0,372.00,0,0,372,6050.00,0,0,0,0,0,0,300.00,0,0,372.00,0,0,394,6045.00,0,0,0,0,0,0,300.00,0,0,372.00,320.00,0
674,2026,Annamayya,Punganur,1082011,248,4312.00,0,0,0,0,0,0,198.00,0,0,260.00,40.00,0,235,3888.00,0,0,0,0,0,0,0,0,389.00,242.00,0,0,264,4318.00,0,0,0,0,0,0,300.00,0,0,267.00,0,0,235,4124.00,0,0,0,0,0,0,200.00,0,0,245.00,210.00,0
675,2026,Annamayya,Punganur,1082012,80,1410.00,0,0,0,0,0,0,0,0,0,87.00,80.00,0,77,1470.00,0,0,0,0,0,0,0,0,0,83.00,0,0,87,1600.00,0,0,0,0,0,0,0,0,35.00,92.00,0,0,40,805.00,0,0,0,0,0,0,0,0,0,45.00,33.00,0
676,2026,Annamayya,Punganur,1082013,339,5834.00,0,0,0,0,0,0,301.00,0,0,370.00,18.00,0,318,5935.00,0,0,0,0,0,0,0,0,0,351.00,0,0,349,5737.00,0,0,0,0,0,0,300.00,0,100.00,364.00,0,0,347,5781.00,0,0,0,0,0,0,304.00,0,0,373.00,312.00,0
677,2026,Annamayya,Punganur,1082014,374,6279.00,0,0,0,0,0,0,300.00,0,0,417.00,186.00,0,357,6021.00,0,0,0,0,0,0,0,0,399.00,401.00,0,0,340,5820.00,0,0,0,0,0,0,300.00,0,0,374.00,0,0,339,6245.00,0,0,0,0,0,0,0,0,0,384.00,310.00,0
678,2026,Annamayya,Punganur,1082015,328,5020.00,0,0,0,0,0,0,100.00,0,0,310.00,23.00,0,319,4770.00,0,0,0,0,0,0,0,0,300.00,313.00,0,0,326,4870.00,0,0,0,0,0,0,200.00,0,200.00,313.00,0,0,312,5070.00,0,0,0,0,0,0,100.00,0,0,313.00,281.00,0
679,2026,Annamayya,Punganur,1082016,376,6746.00,0,0,0,0,0,0,311.00,0,0,387.00,20.00,0,378,6785.00,0,0,0,0,0,0,0,0,0,387.00,0,0,368,6780.00,0,0,0,0,0,0,0,0,0,379.00,0,0,362,6568.00,0,0,0,0,0,0,194.00,0,0,377.00,330.00,0
680,2026,Annamayya,Punganur,1082017,275,4990.00,0,0,0,0,0,0,0,0,0,129.00,136.00,0,270,4874.00,0,0,0,0,0,0,0,0,199.00,286.00,0,0,275,5085.00,0,0,0,0,0,0,200.00,0,0,297.00,0,0,245,4579.00,0,0,0,0,0,0,0,0,1.00,258.00,214.00,0
681,2026,Annamayya,Punganur,1082018,650,11405.00,0,0,0,0,0,0,500.00,0,0,691.00,0,0,697,12175.00,0,0,0,0,0,0,0,0,500.00,728.00,0,0,787,12790.00,0,0,0,0,0,0,400.00,0,0,751.00,0,0,717,12517.00,0,0,0,0,0,0,500.00,0,0,751.00,500.00,0
682,2026,Annamayya,Punganur,1082019,323,5539.00,0,0,0,0,0,0,196.00,0,0,343.00,35.00,0,316,5584.00,0,0,0,0,0,0,0,0,1.00,329.00,0,0,332,5581.00,0,0,0,0,0,0,300.00,0,0,344.00,0,0,317,5081.00,0,0,0,0,0,0,500.00,0,0,332.00,275.00,0
683,2026,Annamayya,Punganur,1082020,722,11966.00,0,0,0,0,0,0,800.00,0,0,757.00,35.00,0,697,11811.00,0,0,0,0,0,0,0,0,500.00,727.00,0,0,712,12260.00,0,0,0,0,0,0,310.00,0,0,711.00,0,0,720,12330.00,0,0,0,0,0,0,400.00,0,0,747.00,665.00,0
684,2026,Annamayya,Punganur,1082021,951,16284.00,0,0,0,0,0,0,417.00,0,0,921.00,290.00,0,932,16060.00,0,0,0,0,0,0,0,0,300.00,943.00,0,0,928,16360.00,0,0,0,0,0,0,0,0,0,943.00,0,0,920,16350.00,0,0,0,0,0,0,0,0,0,920.00,630.00,0
685,2026,Annamayya,Punganur,1082022,539,9120.00,0,0,0,0,0,0,426.00,0,0,560.00,184.00,0,569,10205.00,0,0,0,0,0,0,0,0,0,598.00,0,0,568,10205.00,0,0,0,0,0,0,0,0,0,598.00,0,0,439,7918.00,0,0,0,0,0,0,70.00,0,0,466.00,396.00,0
686,2026,Annamayya,Punganur,1082023,738,13085.00,0,0,0,0,0,0,500.00,0,0,814.00,54.00,0,706,12524.00,0,0,0,0,0,0,0,0,628.00,790.00,0,0,708,12669.00,0,0,0,0,0,0,300.00,0,237.00,791.00,0,0,738,13077.00,0,0,0,0,0,0,500.00,0,3.00,815.00,671.00,0
687,2026,Annamayya,Punganur,1082024,656,10380.00,0,0,0,0,0,0,500.00,0,0,690.00,251.00,0,641,10985.00,0,0,0,0,0,0,0,0,0,686.00,0,0,637,10570.00,0,0,0,0,0,0,300.00,0,0,660.00,0,0,632,10334.00,0,0,0,0,0,0,400.00,0,0,668.00,569.00,0
688,2026,Annamayya,Punganur,1082058,1103,18984.00,0,0,0,0,0,0,528.00,0,0,1113.00,75.00,0,1089,19045.00,0,0,0,0,0,0,0,0,0,1111.00,0,0,1103,19044.00,0,0,0,0,0,0,500.00,0,0,1114.00,0,0,1076,18887.00,0,0,0,0,0,0,472.00,0,0,1107.00,1007.00,0
689,2026,Annamayya,Ramapuram,1137001,473,8835.00,0,0,0,0,0,0,900.00,0,0,501.00,0,0,462,8840.00,0,0,0,0,0,0,2.00,0,500.00,499.00,0,0,472,8832.00,0,0,0,0,0,0,698.00,0,0,498.00,0,0,476,8829.00,0,0,0,0,0,0,0,0,800.00,504.00,0,0
690,2026,Annamayya,Ramapuram,1137002,192,3345.00,0,0,0,0,0,0,400.00,0,0,198.00,0,0,178,3340.00,0,0,0,0,0,0,0,0,250.00,201.00,0,0,154,3120.00,0,0,0,0,0,0,0,0,0,174.00,0,0,160,3340.00,0,0,0,0,0,0,0,0,0,179.00,0,0
691,2026,Annamayya,Ramapuram,1137003,268,4675.00,0,0,0,0,0,0,0,0,0,299.00,0,0,267,4445.00,0,0,0,0,0,0,0,0,150.00,300.00,0,0,263,4525.00,0,0,0,0,0,0,0,0,100.00,296.00,0,0,273,4675.00,0,0,0,0,0,0,0,0,0,302.00,0,0
692,2026,Annamayya,Ramapuram,1137004,120,1965.00,0,0,0,0,0,0,0,0,0,132.00,0,0,125,1885.00,0,0,0,0,0,0,0,0,200.00,138.00,0,0,124,1801.00,0,0,0,0,0,0,200.00,0,0,136.00,0,0,120,2000.00,0,0,0,0,0,0,0,0,0,133.00,0,0
693,2026,Annamayya,Ramapuram,1137005,335,6272.00,0,0,0,0,0,0,500.00,0,0,405.00,0,0,344,6680.00,0,0,0,0,0,0,0,0,300.00,415.00,0,0,344,6462.00,0,0,0,0,0,0,500.00,0,0,415.00,0,0,320,6570.00,0,0,0,0,0,0,0,0,0,390.00,0,0
694,2026,Annamayya,Ramapuram,1137006,175,2795.00,0,0,0,0,0,0,400.00,0,0,196.00,0,0,176,2980.00,0,0,0,0,0,0,0,0,150.00,189.00,0,0,174,2980.00,0,0,0,0,0,0,200.00,0,0,166.00,0,0,184,3275.00,0,0,0,0,0,0,0,0,0,197.00,0,0
695,2026,Annamayya,Ramapuram,1137007,504,9926.00,0,0,0,0,0,0,0,0,0,555.00,0,0,515,9100.00,0,0,0,0,0,0,0,0,1000.00,582.00,0,0,486,8590.00,0,0,0,0,0,0,400.00,0,700.00,558.00,0,0,498,9434.00,0,0,0,0,0,0,0,0,442.00,569.00,0,0
696,2026,Annamayya,Ramapuram,1137008,349,6613.00,0,0,0,0,0,0,0,0,0,397.00,0,0,350,6045.00,0,0,0,0,0,0,0,0,500.00,398.00,0,0,374,6587.00,0,0,0,0,0,0,400.00,0,0,425.00,0,0,344,6525.00,0,0,0,0,0,0,0,0,0,388.00,0,0
697,2026,Annamayya,Ramapuram,1137009,253,4277.00,0,0,0,0,0,0,0,0,3.00,279.00,0,0,252,4110.00,0,0,0,0,0,0,10.00,0,174.00,278.00,0,0,255,3980.00,0,0,0,0,0,0,27.00,0,297.00,277.00,0,0,252,4226.00,0,0,0,0,0,0,15.00,0,24.00,274.00,0,0
698,2026,Annamayya,Ramapuram,1137010,108,1467.00,0,0,0,0,0,0,195.00,0,3.00,118.00,0,0,125,1825.00,0,0,0,0,0,0,3.00,0,147.00,136.00,0,0,114,1695.00,0,0,0,0,0,0,97.00,0,0,126.00,0,0,116,1845.00,0,0,0,0,0,0,0,0,0,131.00,0,0
699,2026,Annamayya,Ramapuram,1137011,105,1602.00,0,0,0,0,0,0,200.00,0,0,122.00,0,0,113,1855.00,0,0,0,0,0,0,0,0,150.00,128.00,0,0,113,1870.00,0,0,0,0,0,0,101.00,0,0,118.00,0,0,108,1865.00,0,0,0,0,0,0,0,0,0,115.00,0,0
700,2026,Annamayya,Ramapuram,1137012,106,1451.00,0,0,0,0,0,0,294.00,0,0,0,0,0,109,1472.00,0,0,0,0,0,0,48.00,0,309.00,123.00,0,0,101,1684.00,0,0,0,0,0,0,52.00,0,9.00,117.00,0,0,104,1785.00,0,0,0,0,0,0,0,0,0,69.00,0,0
701,2026,Annamayya,Ramapuram,1137013,164,2390.00,0,0,0,0,0,0,200.00,0,0,0,0,0,154,2305.00,0,0,0,0,0,0,0,0,150.00,153.00,0,0,162,2253.00,0,0,0,0,0,0,401.00,0,0,153.00,0,0,151,2405.00,0,0,0,0,0,0,0,0,0,129.00,0,0
702,2026,Annamayya,Ramapuram,1137014,420,7221.00,0,0,0,0,0,0,278.00,0,0,474.00,0,0,426,7422.00,0,0,0,0,0,0,33.00,0,100.00,479.00,0,0,338,5722.00,0,0,0,0,0,0,267.00,0,0,379.00,0,0,438,7540.00,0,0,0,0,0,0,0,0,200.00,487.00,0,0
703,2026,Annamayya,Ramapuram,1137015,536,8956.00,0,0,0,0,0,0,3.00,0,68.00,569.00,0,0,553,8899.00,0,0,0,0,0,0,8.00,0,282.00,581.00,0,0,557,8823.00,0,0,0,0,0,0,470.00,0,12.00,590.00,0,0,524,8631.00,0,0,0,0,0,0,0,0,144.00,555.00,0,0
704,2026,Annamayya,Ramapuram,1137016,381,6990.00,0,0,0,0,0,0,0,0,0,425.00,0,0,383,6553.00,0,0,0,0,0,0,0,0,497.00,426.00,0,0,392,6698.00,0,0,0,0,0,0,500.00,0,22.00,438.00,0,0,384,7092.00,0,0,0,0,0,0,0,0,53.00,431.00,0,0
705,2026,Annamayya,Ramapuram,1137017,306,4857.00,0,0,0,0,0,0,384.00,0,0,347.00,0,0,297,5199.00,0,0,0,0,0,0,3.00,0,3.00,254.00,0,0,327,5155.00,0,0,0,0,0,0,349.00,0,3.00,162.00,0,0,305,5205.00,0,0,0,0,0,0,2.00,0,93.00,342.00,0,0
